324355 375681 3.9
198095 151289 3.1
198095 253005 6.8
252331 205542 9.7
252331 198285 1.6
191333 268753 5
191333 117508 9.1
316036 299010 0
316036 370967 6.2
368410 406160 4.2
368410 375681 0.4
501928 437120 5
501928 465995 8.5
639593 592860 2.3
639593 590084 6.5
284674 332380 3.8
284674 249521 5.5
687754 632868 5.3
687754 688710 6.1
519496 460982 7.6
519496 527541 9.9
299549 261790 7.9
299549 306809 0.3
190828 198095 0.3
190828 124223 0.9
638841 653162 3.5
638841 599285 7.2
39521 14247 7.6
39521 116950 9.7
375681 361358 5.5
375681 368410 6.7
117508 75152 1.8
117508 49143 1.5
14247 58372 5
14247 42066 7.7
132646 130786 0.5
132646 205542 0.4
398506 465995 7
398506 363371 6.7
227186 227245 7.6
227186 177711 1.9
252850 216811 4.3
252850 306809 4.8
652609 698479 5.2
652609 586872 7.5
360737 299549 1.1
360737 363371 0.6
274922 326211 1.7
274922 227186 0.5
54875 39521 5
54875 116950 9.3
645604 615962 1.1
645604 561014 4.4
266429 301588 5.7
266429 315022 5.6
332380 284674 9.2
332380 368410 9.7
191390 191333 7.1
191390 200465 1.1
408723 361892 4.3
408723 370967 8.3
306809 261790 2.9
306809 252850 3.7
758739 794774 6.3
758739 698479 1.4
78391 74724 2.5
78391 151289 7.2
361358 375681 1
361358 384803 7.1
590084 639593 3.2
590084 587303 0.5
729235 687754 0.6
729235 782300 1.6
440985 525571 0.1
440985 354539 5.3
546009 514440 1.3
546009 590084 5.1
527541 519496 3
527541 486982 4.2
21683 17258 8.3
21683 78391 1
781513 729235 2
781513 714076 4.9
661879 693423 0.3
661879 615962 0.2
13204 42066 5.1
13204 13092 6.3
74724 16230 6.2
74724 21683 8.7
794670 742483 5.8
794670 780203 6
696225 759161 2.9
696225 648501 6.7
592860 563209 5.2
592860 590084 5.6
746768 748618 6.9
746768 701771 4.7
54266 79403 5.2
54266 83146 2.4
693423 714076 6.9
693423 623225 9.4
253510 280566 8.6
253510 268753 7.9
782300 731993 8.9
782300 739919 1.6
714076 731993 5.9
714076 693423 7.2
151289 78391 9.1
151289 124223 5.1
632868 583385 5.2
632868 687754 3
58372 87092 2.5
58372 133926 1.5
798731 714076 2.7
798731 759161 8.5
216811 151103 1.8
216811 252850 6.9
561014 605050 8.9
561014 554772 0.9
507428 465995 6.7
507428 523695 3.1
83146 21954 5.3
83146 132646 1.8
432057 366334 4.6
432057 486982 4
227876 181067 2.8
227876 253005 2.3
280566 298504 5.2
280566 253510 8.2
116950 151103 3.1
116950 189872 2.8
486982 472512 9.9
486982 527541 1
698479 687754 9.8
698479 684914 1.9
69449 78391 4.4
69449 79403 4.7
354539 300585 0.5
354539 306809 4.5
361892 366334 8.6
361892 301588 0.1
514440 504468 6
514440 501928 1.9
666787 599285 1.6
666787 719910 4.4
268753 288503 2.1
268753 253510 0
94205 87092 2.1
94205 49143 0.8
515067 471838 8.1
515067 561014 4
674948 604751 8.2
674948 742483 2.6
406160 332380 5.2
406160 471838 4.3
696320 653162 0.9
696320 701771 0.4
288503 274922 2.2
288503 351540 8.6
43616 21954 7.7
43616 13092 8.9
587303 648501 5.4
587303 590084 7
17258 69449 0.4
17258 21683 9.9
615962 645604 6.2
615962 554772 6.3
258123 261790 7.9
258123 280566 3.7
450367 491745 1.3
450367 375681 7.4
315022 266429 2.9
315022 366334 4.8
479605 523695 0.6
479605 525571 9.3
13092 49143 6.4
13092 75152 8.5
97449 54266 2.8
97449 79403 4.6
444136 375681 3.7
444136 504468 2.1
16230 124223 8.8
16230 21683 9.7
366334 315022 7.8
366334 301588 5.1
205542 227186 1.8
205542 198285 1.8
87092 58372 0.7
87092 133926 0.3
653162 592860 5.3
653162 701771 0
397709 354539 8.3
397709 440985 4
612018 586872 4.4
612018 533778 4.7
349814 363371 3.5
349814 351540 8.6
